confidence_level,status,objective,pg_bus_12,pg_bus_19,pg_bus_46,pg_bus_107,pg_bus_100,pg_bus_113,pg_bus_72,pg_bus_55,pg_bus_32,pg_bus_89,pg_bus_65,pg_bus_91,pg_bus_4,pg_bus_18,pg_bus_80,pg_bus_26,pg_bus_66,pg_bus_85,pg_bus_8,pg_bus_24,pg_bus_70,pg_bus_111,pg_bus_76,pg_bus_112,pg_bus_87,pg_bus_61,pg_bus_40,pg_bus_36,pg_bus_25,pg_bus_59,pg_bus_15,pg_bus_6,pg_bus_1,pg_bus_116,pg_bus_42,pg_bus_34,pg_bus_54,pg_bus_74,pg_bus_49,pg_bus_62,pg_bus_27,pg_bus_77,pg_bus_103,pg_bus_10,pg_bus_105,pg_bus_110,pg_bus_104,pg_bus_90,pg_bus_69,pg_bus_73,pg_bus_99,pg_bus_56,pg_bus_31,pg_bus_92
0.1,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.2,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.3,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.4,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.5,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.6,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.7,feasible,125947.88144914007,4.360807751130464,2.81125683059005e-8,5.004269146809691,3.120401689283707e-8,0.8237081287116803,2.442052337119633,9.263949318257856e-9,3.963915021813591e-9,1.9298029542580842e-8,2.1931928352110264e-8,3.0428747348437106,3.7890573933551552,1.1202496284228413e-8,2.2728819988142968e-8,2.2849143584800107e-8,2.131950451847197,8.068706852643439e-9,0.03876273552822626,6.0371386683711074e-9,1.5020560024186431,1.9168598946352195e-8,2.1931928352110264e-8,1.0400708659353701e-8,7.124399450706228e-10,7.684126937246362e-9,1.5505094210761994,4.79156559232182e-9,2.2775461674685296e-8,1.1283663791651318e-8,0.18412299391949855,6.005826769742235e-9,2.5250083844035166e-8,1.6773088769400884e-8,5.17269283742591e-9,1.8981565517073898e-8,3.7987480788957084,0.38762735526986436,1.976899513611558,2.092725068037545e-8,1.5775717103269226e-8,4.840125539912471e-9,1.1005511271505147e-8,4.622456208714075,8.961850662459104e-9,4.346020874284298e-9,0.46515282706791555,2.4736480929689954e-8,0.067834787105296,7.757021621428267e-9,0.348864619463915,1.957339297238602e-8,5.8822450096196315,2.6165991518584743e-8,3.8479273627255235e-9
0.8,feasible,125947.88140602663,4.360807750009483,2.8065063943833352e-8,5.004269145523291,3.113373590331965e-8,0.8237081284999365,2.4420523364918774,9.257652180975548e-9,3.9641980697940576e-9,1.927924292956514e-8,2.191717676179708e-8,3.042874734061512,3.7890573923811504,1.1194625396489642e-8,2.2713390121465674e-8,2.283361058610505e-8,2.1319504512991583,8.068599595898788e-9,0.03876273551826054,6.035337875640842e-9,1.502056002032526,1.9145095739240544e-8,2.191717676179708e-8,1.0392653226154691e-8,7.121880526328344e-10,7.68231482470172e-9,1.5505094206776255,4.786777904065515e-9,2.2759991855781362e-8,1.1277344943396689e-8,0.18412299387216619,6.00841103379973e-9,2.523040941243291e-8,1.6766734445487048e-8,5.1721972704569995e-9,1.8958734475871334e-8,3.798748077919215,0.38762735517021896,1.976899513103378,2.0915298469798666e-8,1.576882261128981e-8,4.8395543804978465e-9,1.0999533537673942e-8,4.6224562075256035,8.955676526132801e-9,4.345605169112935e-9,0.4651528269483426,2.471807269055406e-8,0.06783478708785655,7.750852571702526e-9,0.34886461937423396,1.9548323875464923e-8,5.882245008497495,2.6145269697719088e-8,3.843834216959282e-9
0.9,feasible,125947.88117572085,4.3608077440074915,2.7901188589967606e-8,5.0042691386356815,3.0890177944640194e-8,0.8237081273662183,2.4420523331307558,9.236725914401687e-9,3.965840678624215e-9,1.921534827583707e-8,2.1868098505764067e-8,3.0428747298734504,3.7890573871661055,1.1168412512787152e-8,2.266196856960754e-8,2.2781837615422048e-8,2.1319504483648437,8.069450445152986e-9,0.03876273546490486,6.029873362695985e-9,1.5020559999651646,1.9064682692949134e-8,2.1868098505764067e-8,1.0365654319365372e-8,7.112261129060092e-10,7.677050362605824e-9,1.5505094185435755,4.77054359657623e-9,2.2708434167232792e-8,1.1256611608519108e-8,0.18412299361874154,6.016858127974378e-9,2.5164325852540634e-8,1.674656308183335e-8,5.171239877347337e-9,1.8880675316996397e-8,3.798748072690835,0.3876273546367019,1.9768995103824667,2.0875955308267692e-8,1.574655482369699e-8,4.838280304473924e-9,1.0979971871971143e-8,4.622456201162553,8.935141796078333e-9,4.344811939008158e-9,0.4651528263081225,2.465639647044693e-8,0.06783478699448553,7.730163465178834e-9,0.34886461889406767,1.9462435291442632e-8,5.882245001766233,2.6075586374083427e-8,3.829935935564544e-9
0.95,feasible,125947.8814168721,4.360807750289408,2.7774192246994334e-8,5.00426914584451,3.069663550738221e-8,0.823708128552797,2.4420523366486173,9.223465262906899e-9,3.969420461980149e-9,1.9169729351685064e-8,2.1836714336828932e-8,3.0428747342568205,3.7890573926243944,1.115157005164219e-8,2.262886196463922e-8,2.2748481140050768e-8,2.1319504514359924,8.074424021125372e-9,0.03876273552074059,6.028337863135266e-9,1.5020560021289233,1.9005043451710734e-8,2.1836714336828932e-8,1.0347707501529138e-8,7.104522425789695e-10,7.676509871946055e-9,1.5505094207771342,4.759086928914316e-9,2.267523077257192e-8,1.1244480721342984e-8,0.18412299388397182,6.024891658690305e-9,2.5119794077663177e-8,1.6737479032822834e-8,5.1731665802843085e-9,1.8822974834871507e-8,3.7987480781630785,0.387627355195088,1.976899513230254,2.085243096682681e-8,1.5735107168701957e-8,4.839766035605011e-9,1.0968719067679743e-8,4.6224562078203135,8.922068731742486e-9,4.346465241354836e-9,0.46515282697818583,2.4615415565457446e-8,0.06783478709219905,7.71636246882914e-9,0.3488646193966147,1.9398285433972037e-8,5.882245011371473,2.6028357050952947e-8,3.8200350722724626e-9
