confidence_level,status,objective,pg_bus_7062,pg_bus_146,pg_bus_10,pg_bus_92,pg_bus_156,pg_bus_176,pg_bus_7061,pg_bus_190,pg_bus_7003,pg_bus_242,pg_bus_7017,pg_bus_221,pg_bus_125,pg_bus_171,pg_bus_20,pg_bus_138,pg_bus_8,pg_bus_153,pg_bus_63,pg_bus_233,pg_bus_241,pg_bus_143,pg_bus_149,pg_bus_7166,pg_bus_185,pg_bus_9002,pg_bus_141,pg_bus_147,pg_bus_198,pg_bus_119,pg_bus_236,pg_bus_220,pg_bus_7001,pg_bus_7024,pg_bus_7049,pg_bus_243,pg_bus_7023,pg_bus_9054,pg_bus_222,pg_bus_152,pg_bus_7130,pg_bus_186,pg_bus_124,pg_bus_187,pg_bus_7011,pg_bus_9053,pg_bus_9051,pg_bus_7002,pg_bus_91,pg_bus_191,pg_bus_227,pg_bus_170,pg_bus_177,pg_bus_9055,pg_bus_84,pg_bus_7057,pg_bus_108,pg_bus_76,pg_bus_230,pg_bus_238,pg_bus_98,pg_bus_7039,pg_bus_7044,pg_bus_7055,pg_bus_7012,pg_bus_239,pg_bus_7071,pg_bus_7139,pg_bus_213
0.1,feasible,756808.7644427288,0.9999999999749113,5.71378491235394,5.499999999964286,0.5814100423445163,4.999999999952545,5.749999999965944,5.239999999957391,4.749999999945787,0.9999999999750894,1.3199579331639195,5.999999999977898,0.9999999999750908,0.9999999999753478,5.999999999963327,5.999999999986461,5.9999999999916955,2.592774508494343,2.8499996371828784,3.3999999998032657,5.988728177178502,3.049999998234909,3.4999999998211377,5.999999999980383,5.999999999992789,3.4999999998058495,0.7856892456234311,0.12571027930488246,3.999999999919783,2.4356366622129895,3.279999999548366,0.9999999999750894,1.5713784912231672,4.719999999945346,4.999999999952564,0.9999999999758756,1.8385128340676566,3.1699999992431684,1.3199579331624764,2.999999997407639,5.99999999997774,5.983129964170887,4.719999999953104,1.618519846635404,3.33999999962148,2.671339475460703,1.0685373706260382,5.90782740207468,1.82279904877893,5.988728177178504,5.669999999961007,0.7071203217687958,3.1599999992398042,4.449999999947197,0.9999999999764084,3.8999999998987986,1.3199579331631643,4.029999999922466,0.9999999999758147,5.0999999999535355,0.9999999999762573,5.999999999982945,0.9999999999763062,0.999999999975891,4.299999999930389,3.71999999986696,5.999999999982287,5.999999999991424,3.8099999998892375,0.9999999999750893
0.2,feasible,757121.8056413096,0.9999999999676727,5.769839214987224,5.4999999999563585,0.5834840515602023,4.999999999944242,5.749999999957782,5.239999999949857,4.74999999993725,0.9999999999676784,1.3246664946179114,5.999999999968755,0.999999999967679,0.9999999999676897,5.999999999955087,5.999999999978755,5.999999999986298,2.6020234681283685,2.8499998794865298,3.39999999984476,5.977274764834586,3.049999999108437,3.49999999985087,5.999999999971274,5.999999999987968,3.499999999837269,0.7884919607753623,0.12615871373259366,3.999999999919487,2.4443250793074416,3.279999999684114,0.9999999999676784,1.5769839215257233,4.71999999993703,4.9999999999442455,0.9999999999677113,1.8450711875091428,3.169999999520054,1.3246664946151803,2.9999999988352064,5.999999999968376,5.9659881513827635,4.719999999948081,1.6242934398499291,3.339999999712053,2.6808293062809865,1.0723490632161994,5.814169899838013,1.8293013479146087,5.977274764834586,5.669999999952875,0.7096427654083879,3.1599999995112515,4.449999999943313,0.9999999999677368,3.899999999898331,1.324666494616488,4.029999999921706,0.9999999999677093,5.09999999994501,0.9999999999677294,5.99999999997502,0.9999999999677321,0.9999999999677124,4.299999999923872,3.719999999875455,5.99999999997343,5.999999999985897,3.8099999998930003,0.9999999999676784
0.3,feasible,757448.0029101489,0.9999999994193256,5.827984277362429,5.499999999222057,0.5856354194419591,4.999999999155811,5.74999999924658,5.239999999190713,4.749999999110708,0.9999999994193354,1.3295506807821595,5.999999999437114,0.9999999994193428,0.9999999994193666,5.999999999266779,5.999999999614128,5.999999999749728,2.611617391650465,2.849999937053312,3.3999999982940454,5.96543675390542,3.049999996756711,3.4999999984510506,5.999999999481309,5.999999999779953,3.499999998448668,0.7913992145968671,0.1266238744921246,3.999999998871699,2.453337562231769,3.279999998010539,0.9999999994193354,1.5827984287196688,4.719999999104605,4.99999999915581,0.9999999994194352,1.8518741606847897,3.169999997624514,1.3295506807310349,2.9999999962519954,5.999999999430351,5.9482707270002155,4.719999999105757,1.6302823821941423,3.339999998160112,2.6901760484108554,1.0763029282814847,5.717367437673597,1.8360461760397844,5.96543675390542,5.669999999238538,0.7122592938664656,3.1599999975814033,4.449999999041205,0.9999999994195203,3.899999998814374,1.3295506807550936,4.02999999888666,0.9999999994194305,5.099999999171045,0.9999999994194949,5.999999999547984,0.9999999994195048,0.9999999994194403,4.29999999899389,3.719999998686009,5.999999999519388,5.999999999742476,3.8099999987562825,0.9999999994193354
0.4,feasible,757794.6704055158,0.999999999816974,5.889588989103958,5.4999999997559685,0.5879147934851257,4.999999999735967,5.749999999763511,5.23999999974655,4.74999999972231,0.999999999816974,1.3347254761728256,5.999999999822426,0.999999999816974,0.999999999816974,5.999999999769912,5.9999999998777165,5.999999999920425,2.621782179652549,2.8499999981416932,3.399999999480474,5.9529612739282065,3.049999999114891,3.499999999526311,5.999999999836175,5.999999999929984,3.499999999526311,0.7944794498374268,0.12711671202392824,3.9999999996498743,2.462886294202427,3.2799999994046747,0.999999999816974,1.5889588995206645,4.719999999720445,4.999999999735967,0.999999999816974,1.8590819116980355,3.169999999301329,1.3347254761564198,2.9999999989934745,5.999999999820315,5.929599231047523,4.719999999720445,1.6366276671701954,3.3399999994461167,2.699296819241976,1.0804920482807259,5.6153522238600475,1.843192322328665,5.9529612739282065,5.669999999761235,0.7150315055741786,3.159999999289494,4.449999999700778,0.999999999816974,3.8999999996333856,1.3347254761641205,4.029999999654338,0.999999999816974,5.099999999740633,0.999999999816974,5.999999999857017,0.999999999816974,0.999999999816974,4.299999999686988,3.7199999995955753,5.999999999848053,5.999999999918134,3.8099999996160108,0.999999999816974
0.5,feasible,758172.2289097399,0.9999999997517119,5.960334475101601,5.4999999996677476,0.590533103806882,4.999999999637459,5.749999999678269,5.239999999652957,4.749999999617658,0.9999999997516835,1.340669748205636,5.999999999759877,0.9999999997517456,0.9999999997517558,5.99999999968542,5.9999999998351505,5.9999999998927915,2.6334572754084595,2.849999948214879,3.39999999924337,5.939498269297205,3.04999999784849,3.49999999931457,5.999999999778743,5.999999999905673,3.4999999993012847,0.7980177070170716,0.12768283319005405,3.9999999995156297,2.473854890654945,3.279999998966906,0.9999999997516835,1.5960354138245476,4.719999999615038,4.999999999637449,0.9999999997519812,1.867361433394398,3.1699999986892857,1.3406697481834091,2.999999997432951,5.999999999757062,5.909449750873061,4.719999999617087,1.643916476897543,3.339999999062238,2.6996680742709422,1.0853040780153447,5.505261768139146,1.8514010788832802,5.939498269297205,5.669999999673318,0.7182159370410002,3.159999998675422,4.449999999589488,0.9999999997522998,3.8999999994832377,1.340669748193865,4.02999999952223,0.9999999997519795,5.09999999964399,0.9999999997522001,5.9999999998068665,0.9999999997522417,0.9999999997520098,4.299999999566617,3.719999999420568,5.9999999997949365,5.999999999889699,3.8099999994585554,0.9999999997516834
0.6,feasible,758597.2086599922,0.9999999999455833,5.999998306441399,5.499999999928291,0.5947169213052494,4.999999999922708,5.749999999930408,5.239999999925657,4.749999999918921,0.9999999999455833,1.3501681448156295,5.999999999947148,0.9999999999455833,0.9999999999455833,5.999999999932208,5.999999999963211,5.9999999999758575,2.6496301190064053,2.8499999995480643,3.3999999998549386,5.924506575323731,3.049999999767624,3.499999999866635,5.99999999995111,5.9999999999787175,3.49999999986663,0.803671514466348,0.12858744232988292,3.9999999998991567,2.4913816953917074,3.2799999998359426,0.9999999999455833,1.6073430288828747,4.719999999918405,4.999999999922708,0.9999999999455833,1.88059134310285,3.169999999810873,1.3501681448105072,2.9999999997409326,5.999999999946542,5.887012349356593,4.7199999999184055,1.6555633204369984,3.3399999998462415,2.699999960696692,1.092993256163887,5.3826708251535935,1.8645179124308173,5.924506575323731,5.669999999929768,0.7233043637447242,3.159999999808078,4.449999999912991,0.9999999999455833,3.8999999998947277,1.350168144812894,4.02999999990036,0.9999999999455833,5.099999999924006,0.9999999999455833,5.999999999957157,0.9999999999455833,0.9999999999455833,4.299999999909215,3.71999999988468,5.99999999995455,5.999999999975174,3.8099999998900946,0.9999999999455833
0.7,feasible,759101.4162199643,0.9999999999951383,5.999999338786143,5.49999999999329,0.6018856324647478,4.999999999992186,5.749999999993507,5.239999999992777,4.74999999999112,0.9999999999951945,1.3664430566643386,5.999999999995385,0.999999999994357,0.9999999999952197,5.999999999992895,5.9999999999969145,5.999999999998018,2.649998797698387,2.8499999968845264,3.399999999981453,5.907031924960368,3.04999999992441,3.499999999983522,5.999999999995785,5.9999999999982565,3.499999999983476,0.8133589619762237,0.1301374339174469,3.999999999988538,2.521412778869907,3.279999999972217,0.9999999999951945,1.626717923948266,4.719999999991707,4.999999999991863,0.999999999995219,1.903259970350693,3.169999999967854,1.3664430566638903,2.999999999918373,5.9999999999953335,5.860858817457441,4.719999999991805,1.6755194623697367,3.3399999999733927,2.699999942585991,1.1061681847468643,5.239776108804598,1.886992790720742,5.907031924960367,5.669999999993311,0.7320230665107704,3.159999999965638,4.4499999999910616,0.999999999995189,3.899999999984633,1.366443056664085,4.029999999988739,0.9999999999951995,5.09999999999253,0.9999999999952018,5.999999999996347,0.9999999999951675,0.9999999999952206,4.299999999989624,3.719999999986286,5.999999999996124,5.99999999999796,3.8099999999871894,0.9999999999951946
0.8,feasible,759750.4885511381,0.9999999998220052,5.999999826093394,5.499999999771241,0.6113171153504285,4.9999999997552935,5.749999999777315,5.239999999763677,4.749999999744518,0.9999999998220138,1.3878550717023086,5.999999999826741,0.9999999998218765,0.9999999998220193,5.999999999782353,5.999999999876471,5.999999999917353,2.64999981617329,2.849999996767038,3.399999999578933,5.885044824486148,3.049999999388367,3.499999999607632,5.99999999983879,5.9999999999268185,3.4999999996075184,0.826104209080374,0.1321766735061177,3.9999999996908118,2.549690704703409,3.2799999995343523,0.9999999998220138,1.6522084179582026,4.71999999974322,4.999999999755215,0.9999999998220207,1.9330838481711958,3.169999999478848,1.3878550716836164,2.999999999337988,5.999999999824912,5.827951702205113,4.719999999743245,1.70177467117926,3.3399999995580516,2.699999978446398,1.123501720706033,5.059981926602709,1.9165617636101944,5.8850448244861475,5.669999999775446,0.7434937889220945,3.159999999472732,4.449999999728257,0.9999999998220135,3.8999999996783217,1.387855071692217,4.029999999694014,0.9999999998220154,5.099999999758984,0.9999999998220152,5.999999999857447,0.99999999982201,0.9999999998220208,4.299999999717355,3.7199999996529205,5.999999999849367,5.999999999915102,3.8099999996669394,0.9999999998220138
0.9,feasible,760745.5355817135,0.9999999999856544,5.9999998256785325,5.499999999981216,0.627014115548997,4.999999999974224,5.749999999981309,5.239999999976407,4.749999999965084,0.9999999999867718,1.4234915047126302,5.999999999988041,0.9999999999631703,0.9999999999878261,5.999999999968384,5.9999999999923,5.99999999999561,2.6499998604231756,2.849999992178071,3.399999999911016,5.852456629656738,3.0499999997761167,3.4999999999316223,5.999999999989731,5.999999999996018,3.499999999928198,0.8473163715156455,0.13557061944546214,3.9999999999596803,2.5499994950358564,3.2799999998812854,0.9999999999867718,1.6946327430247967,4.71999999997121,4.999999999969985,0.9999999999877905,1.9827203085968927,3.1699999998692756,1.423491504711624,2.9999999997475038,5.999999999988356,5.779178400574637,4.719999999972631,1.7454717260472878,3.339999999874908,2.699999973113952,1.152350261571634,4.793499864622939,1.9657739807773575,5.852456629656776,5.669999999978232,0.7625847351269261,3.1599999998574377,4.449999999971424,0.9999999999869833,3.8999999998747903,1.4234915047120709,4.029999999960666,0.9999999999869922,5.099999999974866,0.9999999999870928,5.99999999999034,0.9999999999865744,0.9999999999877868,4.299999999938521,3.719999999944327,5.999999999991035,5.999999999995424,3.8099999999488703,0.9999999999867718
0.95,feasible,761644.2292349288,0.99999999998105,5.999999919747825,5.497269237947006,0.6407528782047014,4.999999999972197,5.749999999980547,5.23999999997414,4.7499999999647855,0.9999999999831273,1.4546822090932905,5.999999999985115,0.9999999999497096,0.999999999986552,5.999999999959113,5.999999999989898,5.999999999994556,2.649999936250353,2.8499999947617494,3.3999999999291632,5.824191230579161,3.049999999842566,3.499999999947161,5.99999999998769,5.99999999999495,3.4999999999443143,0.8658822669774471,0.13854116272013797,3.9999999999641456,2.5499998620412603,3.279999999911448,0.9999999999831273,1.7317645339292345,4.719999999969362,4.999999999969618,0.9999999999857083,2.026164503940148,3.169999999904802,1.4546822090950826,2.999999999821338,5.999999999986783,5.736874835066461,4.719999999971219,1.783717470665657,3.3399999999162517,2.699999986170028,1.1775998793175442,4.562366417326945,2.008846858123665,5.82419123057923,5.669999999974711,0.7792940410595145,3.159999999893996,4.449999999973225,0.9999999999844087,3.899999999870378,1.4546822090951825,4.029999999964786,0.9999999999836416,5.099999999972125,0.9999999999844378,5.999999999987323,0.9999999999835402,0.9999999999856806,4.299999999931776,3.7199999999537194,5.999999999989305,5.999999999994233,3.809999999954555,0.9999999999831273
